Unnamed: 0,Make,Variant,"Length
(ft)",GeographicRegion,Country/Region/State,ListingPrice(USD),Year,Bea（船宽）,Displacement（排水量）,S.A./Disp.（帆面积与排水量之比）,燃料容量,水容量,RiggingType（索具类型）,astHeightfroDWL,经济总量(亿美元),经济增速(%),海岸线长度(千米),人口密度(人/km²),通货膨胀率(%)
1665.0,2.0,203.0,40.0,1.0,28.0,205284.0,2019.0,3.96,8300.0,18.27,210.0,360.0,1.0,18.2,3861.0,3.6,2389.0,240.0,2.5
1666.0,2.0,160.0,44.0,1.0,5.0,394776.0,2019.0,4.34,12000.0,17.41,210.0,360.0,13.0,19.25,1391.8,2.0,4964.0,93.0,0.5
1667.0,2.0,275.0,45.0,1.0,28.0,320761.0,2019.0,4.49,12600.0,18.9,210.0,650.0,1.0,21.85,3861.0,3.6,2389.0,240.0,2.5
1668.0,2.0,275.0,45.0,1.0,28.0,301321.0,2019.0,4.49,12600.0,18.9,210.0,650.0,1.0,21.85,3861.0,3.6,2389.0,240.0,2.5
1669.0,2.0,142.0,49.0,1.0,28.0,321895.0,2019.0,4.67,14500.0,16.16,280.0,560.0,5.0,21.75,3861.0,3.6,2389.0,240.0,2.5
1670.0,3.0,266.0,38.0,2.0,14.0,254000.0,2019.0,3.99,6400.0,18.2,130.0,330.0,23.0,16.46,3.0,3.9,1350.0,97.0,3.3
1671.0,3.0,266.0,38.0,1.0,1.0,163984.0,2019.0,3.99,6400.0,18.2,130.0,330.0,23.0,16.46,3038.8,2.3,3427.0,119.0,1.1
1672.0,3.0,266.0,38.0,3.0,8.0,289000.0,2019.0,3.99,6400.0,18.2,130.0,330.0,23.0,16.46,1316.0,-8.5,9330.0,66.4,4.7
1673.0,3.0,187.0,45.0,2.0,14.0,459000.0,2019.0,4.49,10812.0,17.42,200.0,330.0,13.0,19.13,3.0,3.9,1350.0,97.0,3.3
1674.0,3.0,283.0,47.0,1.0,2.0,302459.0,2019.0,4.41,10938.0,16.5,200.0,370.0,25.0,20.6,60.7,2.9,5835.0,73.0,1.4
1675.0,3.0,93.0,47.0,1.0,3.0,285454.0,2019.0,4.25,10300.0,16.45,200.0,530.0,3.0,18.17,200.2,2.2,13676.0,81.0,0.6
1676.0,3.0,283.0,47.0,2.0,23.0,469000.0,2019.0,4.41,10938.0,16.5,200.0,370.0,25.0,20.6,,,,,
1677.0,3.0,283.0,47.0,1.0,5.0,467004.0,2019.0,4.41,10938.0,16.5,200.0,370.0,25.0,20.6,1391.8,2.0,4964.0,93.0,0.5
1679.0,3.0,276.0,51.0,1.0,1.0,510172.0,2019.0,4.8,13930.0,16.1,200.0,770.0,37.0,21.85,3038.8,2.3,3427.0,119.0,1.1
1680.0,3.0,276.0,51.0,1.0,1.0,363209.0,2019.0,4.8,13930.0,16.1,200.0,770.0,37.0,21.85,3038.8,2.3,3427.0,119.0,1.1
1681.0,3.0,276.0,51.0,1.0,3.0,443382.0,2019.0,4.8,13930.0,16.1,200.0,770.0,37.0,21.85,200.2,2.2,13676.0,81.0,0.6
1682.0,3.0,276.0,51.0,1.0,3.0,400850.0,2019.0,4.8,13930.0,16.1,200.0,770.0,37.0,21.85,200.2,2.2,13676.0,81.0,0.6
1683.0,3.0,278.0,55.0,1.0,1.0,759185.0,2019.0,4.96,16900.0,15.67,400.0,694.0,1.0,23.33,3038.8,2.3,3427.0,119.0,1.1
1684.0,3.0,278.0,55.0,1.0,1.0,704524.0,2019.0,4.96,16900.0,15.67,400.0,694.0,1.0,23.33,3038.8,2.3,3427.0,119.0,1.1
1685.0,7.0,284.0,39.0,1.0,2.0,217486.0,2019.0,3.98,7750.0,17.41,200.0,380.0,1.0,18.1,60.7,2.9,5835.0,73.0,1.4
1686.0,7.0,284.0,39.0,1.0,4.0,204121.0,2019.0,3.98,7750.0,17.41,200.0,380.0,1.0,18.1,1949.3,1.5,7600.0,202.0,0.7
1687.0,7.0,250.0,40.0,1.0,4.0,228363.0,2019.0,4.2,8950.0,17.68,200.0,380.0,1.0,16.4,1949.3,1.5,7600.0,202.0,0.7
1688.0,7.0,232.0,40.0,1.0,4.0,216187.0,2019.0,4.2,8740.0,21.15,200.0,380.0,2.0,18.95,1949.3,1.5,7600.0,202.0,0.7
1689.0,7.0,250.0,40.0,1.0,21.0,216502.0,2019.0,4.2,8950.0,17.68,200.0,380.0,1.0,16.4,,,,,
1690.0,7.0,285.0,43.0,1.0,2.0,239295.0,2019.0,4.3,10900.0,17.25,250.0,430.0,15.0,19.7,60.7,2.9,5835.0,73.0,1.4
1692.0,7.0,285.0,43.0,1.0,4.0,267233.0,2019.0,4.3,10900.0,17.25,250.0,430.0,15.0,19.7,1949.3,1.5,7600.0,202.0,0.7
1694.0,7.0,285.0,43.0,1.0,19.0,255086.0,2019.0,4.3,10900.0,17.25,250.0,430.0,15.0,19.7,771.0,5.2,8333.0,107.0,14.6
1695.0,7.0,251.0,46.0,2.0,14.0,469000.0,2019.0,4.5,10750.0,16.4,250.0,530.0,16.0,19.2,3.0,3.9,1350.0,97.0,3.3
1696.0,7.0,233.0,46.0,1.0,2.0,321895.0,2019.0,4.5,11200.0,21.1,250.0,530.0,4.0,21.4,60.7,2.9,5835.0,73.0,1.4
1697.0,7.0,251.0,46.0,1.0,4.0,321895.0,2019.0,4.5,10750.0,16.4,250.0,530.0,16.0,19.2,1949.3,1.5,7600.0,202.0,0.7
1698.0,7.0,233.0,46.0,1.0,19.0,327968.0,2019.0,4.5,11200.0,21.1,250.0,530.0,4.0,21.4,771.0,5.2,8333.0,107.0,14.6
1699.0,7.0,279.0,50.0,1.0,1.0,484664.0,2019.0,5.02,14600.0,18.34,500.0,720.0,1.0,21.4,3038.8,2.3,3427.0,119.0,1.1
1700.0,7.0,280.0,50.0,1.0,4.0,451806.0,2019.0,4.99,15900.0,16.32,500.0,720.0,14.0,23.6,1949.3,1.5,7600.0,202.0,0.7
1703.0,8.0,35.0,50.0,1.0,2.0,335256.0,2019.0,4.68,14900.0,17.29,250.0,600.0,1.0,23.55,60.7,2.9,5835.0,73.0,1.4
1705.0,14.0,255.0,39.0,3.0,50.0,189000.0,2019.0,3.76,7700.0,17.08,130.0,200.0,1.0,15.02,,,,,
1707.0,14.0,256.0,41.0,3.0,50.0,195000.0,2019.0,4.2,8950.0,17.08,200.0,330.0,3.0,16.65,,,,,
1708.0,14.0,256.0,41.0,2.0,14.0,297000.0,2019.0,4.2,8950.0,17.08,200.0,330.0,3.0,16.65,3.0,3.9,1350.0,97.0,3.3
1710.0,14.0,288.0,48.0,1.0,2.0,309760.0,2019.0,4.49,12800.0,17.57,240.0,720.0,1.0,20.75,60.7,2.9,5835.0,73.0,1.4
1711.0,14.0,288.0,48.0,1.0,2.0,309748.0,2019.0,4.49,12800.0,17.57,240.0,720.0,1.0,20.75,60.7,2.9,5835.0,73.0,1.4
1712.0,14.0,288.0,48.0,1.0,2.0,291527.0,2019.0,4.49,12800.0,17.57,240.0,720.0,1.0,20.75,60.7,2.9,5835.0,73.0,1.4
1713.0,14.0,288.0,48.0,1.0,42.0,423929.0,2019.0,4.49,12800.0,17.57,240.0,720.0,1.0,20.75,393.7,2.2,1448.0,71.0,0.2
1714.0,41.0,289.0,40.0,1.0,1.0,406868.0,2019.0,4.35,9000.0,20.57,270.0,600.0,1.0,19.15,3038.8,2.3,3427.0,119.0,1.1
1715.0,41.0,290.0,42.0,1.0,1.0,406923.0,2019.0,4.35,9000.0,21.28,300.0,400.0,1.0,20.7,3038.8,2.3,3427.0,119.0,1.1
1717.0,21.0,292.0,46.0,1.0,13.0,570907.0,2019.0,4.42,13000.0,19.4,360.0,460.0,29.0,21.8,237.0,2.4,1793.0,112.0,0.5
