length,ListingPrice,Year,Bea,Displacement,S.A./Disp.,FuelCapacity,Water,RiggingType,DWL
43.0,546613.0,2018.0,7.42,10800.0,18.8,400.0,800.0,3.0,18.5
43.0,549000.0,2018.0,7.42,13500.0,20.38,800.0,800.0,14.0,17.28951219512195
44.0,910000.0,2018.0,7.7,12700.0,15.6,640.0,900.0,2.0,19.6
45.0,656646.0,2018.0,7.54,12500.0,18.1,600.0,600.0,2.0,20.8
45.7,789553.0,2018.0,7.7,15700.0,17.3,1000.0,700.0,2.0,21.4
45.7,788158.0,2018.0,7.7,15700.0,17.3,1000.0,700.0,2.0,21.4
45.7,778247.0,2018.0,7.7,15700.0,17.3,1000.0,700.0,2.0,21.4
45.7,778247.0,2018.0,7.7,15700.0,17.3,1000.0,700.0,2.0,21.4
45.7,778247.0,2018.0,7.7,15700.0,17.3,1000.0,700.0,2.0,21.4
45.7,777300.0,2018.0,7.7,15700.0,17.3,1000.0,700.0,2.0,21.4
45.7,828000.0,2018.0,7.7,15700.0,17.3,1000.0,700.0,2.0,21.4
45.7,828000.0,2018.0,7.7,15700.0,17.3,1000.0,700.0,2.0,21.4
45.8,545000.0,2018.0,13.96,16800.0,9.0,1040.0,700.0,2.0,7.87
45.8,649900.0,2018.0,13.96,16800.0,9.0,1040.0,700.0,2.0,7.87
48.7,990000.0,2018.0,8.23,12247.0,23.0,600.0,380.0,1.0,22.25
49.0,934587.0,2018.0,7.99,14000.0,18.8,940.0,700.0,2.0,17.28951219512195
49.0,934587.0,2018.0,7.99,14000.0,18.8,940.0,700.0,2.0,17.28951219512195
49.0,910312.0,2018.0,7.99,14000.0,18.8,940.0,700.0,2.0,17.28951219512195
49.0,910312.0,2018.0,7.99,14000.0,18.8,940.0,700.0,2.0,17.28951219512195
52.0,1273178.0,2018.0,8.74,26920.0,22.61,992.0,960.0,2.0,29.4
52.0,1260030.0,2018.0,15.84,26000.0,10.0,1000.0,960.0,2.0,8.74
55.0,2890000.0,2018.0,16.76,21000.0,16.76,1500.0,700.0,2.0,8.05
39.0,455511.0,2019.0,6.7,10500.0,17.5,300.0,530.0,2.0,17.2
41.0,697906.0,2019.0,7.2,11000.0,20.1,470.0,530.0,3.0,18.6
41.0,510103.0,2019.0,6.72,10300.0,17.3,800.0,800.0,2.0,17.28951219512195
41.0,509271.0,2019.0,6.72,10300.0,17.3,800.0,800.0,2.0,17.28951219512195
41.0,484598.0,2019.0,6.72,10300.0,17.3,800.0,800.0,2.0,17.28951219512195
41.0,483808.0,2019.0,6.72,10300.0,17.3,800.0,800.0,2.0,17.28951219512195
41.0,480324.0,2019.0,6.72,10300.0,17.3,800.0,800.0,2.0,17.28951219512195
41.0,462084.0,2019.0,6.72,10300.0,17.3,800.0,800.0,2.0,17.28951219512195
41.0,461585.0,2019.0,6.72,10300.0,17.3,800.0,800.0,2.0,17.28951219512195
41.0,409066.0,2019.0,6.72,10300.0,17.3,800.0,800.0,2.0,17.28951219512195
41.0,304103.0,2019.0,6.72,10300.0,17.3,800.0,800.0,2.0,17.28951219512195
41.0,499000.0,2019.0,7.2,11000.0,20.1,470.0,530.0,3.0,18.6
43.0,522319.0,2019.0,7.42,10800.0,18.8,400.0,800.0,3.0,18.5
43.0,521912.0,2019.0,7.42,10800.0,18.8,400.0,800.0,3.0,18.5
44.6,583645.0,2019.0,7.88,15500.0,16.68,400.0,800.0,1.0,20.75
44.6,583054.0,2019.0,7.88,15500.0,16.68,400.0,800.0,1.0,20.75
44.6,558597.0,2019.0,7.88,15500.0,16.68,400.0,800.0,1.0,20.75
45.7,760007.0,2019.0,7.7,15700.0,17.3,1000.0,700.0,2.0,21.4
45.8,594150.0,2019.0,13.96,16800.0,9.0,1040.0,700.0,2.0,7.87
48.0,1082175.0,2019.0,8.17,17000.0,17.06,1040.0,960.0,2.0,28.1
48.0,875796.0,2019.0,8.17,17000.0,17.06,1040.0,960.0,2.0,28.1
48.0,875114.0,2019.0,8.17,17000.0,17.06,1040.0,960.0,2.0,28.1
56.0,1495000.0,2019.0,8.33,16900.0,20.63,1100.0,960.0,2.0,21.3
